snapshot_policy,toa_sport_key,local_kickoff_date,n_events_kickoff_this_local_day,n_distinct_snapshot_requests,n_markets,n_regions,estimated_requests,estimated_credits
t60,soccer_germany_bundesliga,2024-03-02,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-02,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-03-02,4,4,2,1,4,80
t60,soccer_epl,2024-03-03,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-03-03,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-03-03,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-03,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-03-03,4,4,2,1,4,80
t60,soccer_epl,2024-03-04,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-03-04,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-03-04,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-03-08,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-03-08,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-03-08,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-03-08,1,1,2,1,1,20
t60,soccer_epl,2024-03-09,5,3,2,1,3,60
t60,soccer_france_ligue_one,2024-03-09,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-03-09,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-09,4,3,2,1,3,60
t60,soccer_spain_la_liga,2024-03-09,4,4,2,1,4,80
t60,soccer_epl,2024-03-10,4,3,2,1,3,60
t60,soccer_france_ligue_one,2024-03-10,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-03-10,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-03-10,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-03-10,4,4,2,1,4,80
t60,soccer_epl,2024-03-11,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-03-11,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-03-11,1,1,2,1,1,20
t60,soccer_epl,2024-03-13,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-03-15,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-03-15,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-03-15,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-03-15,1,1,2,1,1,20
t60,soccer_epl,2024-03-16,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-03-16,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-03-16,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-16,4,3,2,1,3,60
t60,soccer_spain_la_liga,2024-03-16,4,4,2,1,4,80
t60,soccer_epl,2024-03-17,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-03-17,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-03-17,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-17,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-03-17,5,4,2,1,4,80
t60,soccer_france_ligue_one,2024-03-29,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-03-29,1,1,2,1,1,20
t60,soccer_epl,2024-03-30,8,4,2,1,4,80
t60,soccer_france_ligue_one,2024-03-30,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-03-30,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-03-30,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-03-30,4,4,2,1,4,80
t60,soccer_epl,2024-03-31,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-03-31,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-03-31,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-03-31,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-04-01,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-04-01,1,1,2,1,1,20
t60,soccer_epl,2024-04-02,5,3,2,1,3,60
t60,soccer_epl,2024-04-03,3,2,2,1,2,40
t60,soccer_epl,2024-04-04,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-04-04,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-04-05,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-04-05,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-05,1,1,2,1,1,20
t60,soccer_epl,2024-04-06,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-04-06,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-04-06,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-06,3,3,2,1,3,60
t60,soccer_epl,2024-04-07,3,3,2,1,3,60
t60,soccer_france_ligue_one,2024-04-07,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-04-07,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-07,5,4,2,1,4,80
t60,soccer_italy_serie_a,2024-04-08,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-04-12,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-04-12,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-12,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-04-12,1,1,2,1,1,20
t60,soccer_epl,2024-04-13,6,3,2,1,3,60
t60,soccer_france_ligue_one,2024-04-13,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-04-13,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-13,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-04-13,4,4,2,1,4,80
t60,soccer_epl,2024-04-14,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-04-14,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-04-14,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-14,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-04-14,4,4,2,1,4,80
t60,soccer_epl,2024-04-15,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-15,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-04-15,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-04-19,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-04-19,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-19,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-04-19,1,1,2,1,1,20
t60,soccer_epl,2024-04-20,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-04-20,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-04-20,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-20,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-04-20,4,4,2,1,4,80
t60,soccer_epl,2024-04-21,4,3,2,1,3,60
t60,soccer_france_ligue_one,2024-04-21,6,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-04-21,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-04-21,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-04-21,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-04-22,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-04-22,1,1,2,1,1,20
t60,soccer_epl,2024-04-23,1,1,2,1,1,20
t60,soccer_epl,2024-04-24,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-04-24,3,2,2,1,2,40
t60,soccer_epl,2024-04-25,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-25,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-04-26,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-04-26,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-04-26,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-04-26,1,1,2,1,1,20
t60,soccer_epl,2024-04-27,7,4,2,1,4,80
t60,soccer_france_ligue_one,2024-04-27,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-04-27,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-04-27,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-04-27,4,4,2,1,4,80
t60,soccer_epl,2024-04-28,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-04-28,7,5,2,1,5,100
t60,soccer_germany_bundesliga,2024-04-28,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-04-28,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-04-28,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-04-29,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-04-29,1,1,2,1,1,20
t60,soccer_epl,2024-05-02,1,1,2,1,1,20
t60,soccer_epl,2024-05-03,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-05-03,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-05-03,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-03,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-05-03,1,1,2,1,1,20
t60,soccer_epl,2024-05-04,5,3,2,1,3,60
t60,soccer_france_ligue_one,2024-05-04,4,4,2,1,4,80
t60,soccer_germany_bundesliga,2024-05-04,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-05-04,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-04,4,4,2,1,4,80
t60,soccer_epl,2024-05-05,3,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-05-05,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-05-05,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-05-05,5,4,2,1,4,80
t60,soccer_epl,2024-05-06,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-05-06,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-06,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-05-10,2,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-05-10,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-10,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-05-10,1,1,2,1,1,20
t60,soccer_epl,2024-05-11,8,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-05-11,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-05-11,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-11,4,4,2,1,4,80
t60,soccer_epl,2024-05-12,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-05-12,7,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-05-12,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-05-12,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-05-12,4,4,2,1,4,80
t60,soccer_epl,2024-05-13,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-13,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-13,1,1,2,1,1,20
t60,soccer_epl,2024-05-14,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-05-14,3,3,2,1,3,60
t60,soccer_epl,2024-05-15,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-05-15,2,1,2,1,1,20
t60,soccer_spain_la_liga,2024-05-15,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-16,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-05-17,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-05-18,9,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-18,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-18,1,1,2,1,1,20
t60,soccer_epl,2024-05-19,10,1,2,1,1,20
t60,soccer_france_ligue_one,2024-05-19,9,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-19,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-05-19,9,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-20,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-05-23,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-24,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-05-24,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-05-25,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-25,5,4,2,1,4,80
t60,soccer_italy_serie_a,2024-05-26,6,2,2,1,2,40
t60,soccer_spain_la_liga,2024-05-26,4,3,2,1,3,60
t60,soccer_italy_serie_a,2024-06-02,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-08-15,2,2,2,1,2,40
t60,soccer_epl,2024-08-16,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-08-16,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-08-16,2,2,2,1,2,40
t60,soccer_epl,2024-08-17,6,3,2,1,3,60
t60,soccer_france_ligue_one,2024-08-17,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-08-17,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-17,2,2,2,1,2,40
t60,soccer_epl,2024-08-18,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-08-18,5,3,2,1,3,60
t60,soccer_italy_serie_a,2024-08-18,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-18,2,2,2,1,2,40
t60,soccer_epl,2024-08-19,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-08-19,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-19,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-08-23,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-08-23,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-08-23,2,2,2,1,2,40
t60,soccer_epl,2024-08-24,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-08-24,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-08-24,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-08-24,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-24,4,3,2,1,3,60
t60,soccer_epl,2024-08-25,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-08-25,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-08-25,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-08-25,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-25,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-08-26,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-26,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-08-27,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-28,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-29,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-08-30,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-08-30,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-08-30,2,2,2,1,2,40
t60,soccer_epl,2024-08-31,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-08-31,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-08-31,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-08-31,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-08-31,5,4,2,1,4,80
t60,soccer_epl,2024-09-01,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-09-01,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-01,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-01,4,2,2,1,2,40
t60,soccer_spain_la_liga,2024-09-01,5,4,2,1,4,80
t60,soccer_france_ligue_one,2024-09-13,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-09-13,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-13,1,1,2,1,1,20
t60,soccer_epl,2024-09-14,8,4,2,1,4,80
t60,soccer_france_ligue_one,2024-09-14,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-14,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-14,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-09-14,4,4,2,1,4,80
t60,soccer_epl,2024-09-15,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-09-15,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-15,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-15,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-09-15,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-09-16,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-09-16,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-17,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-18,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-19,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-09-20,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-09-20,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-09-20,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-09-20,1,1,2,1,1,20
t60,soccer_epl,2024-09-21,8,3,2,1,3,60
t60,soccer_france_ligue_one,2024-09-21,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-21,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-21,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-09-21,4,4,2,1,4,80
t60,soccer_epl,2024-09-22,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-09-22,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-22,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-09-22,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-09-22,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-09-23,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-09-24,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-24,3,2,2,1,2,40
t60,soccer_spain_la_liga,2024-09-25,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-09-26,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-09-27,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-09-27,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-09-27,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-27,1,1,2,1,1,20
t60,soccer_epl,2024-09-28,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-09-28,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-28,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-28,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-09-28,4,4,2,1,4,80
t60,soccer_epl,2024-09-29,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-09-29,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-09-29,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-09-29,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-09-29,4,4,2,1,4,80
t60,soccer_epl,2024-09-30,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-09-30,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-09-30,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-10-04,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-10-04,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-10-04,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-10-04,1,1,2,1,1,20
t60,soccer_epl,2024-10-05,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-10-05,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-05,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-05,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-10-05,5,4,2,1,4,80
t60,soccer_epl,2024-10-06,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-10-06,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-06,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-10-06,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-10-06,4,4,2,1,4,80
t60,soccer_france_ligue_one,2024-10-18,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-10-18,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-10-18,1,1,2,1,1,20
t60,soccer_epl,2024-10-19,7,4,2,1,4,80
t60,soccer_france_ligue_one,2024-10-19,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-19,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-19,4,3,2,1,3,60
t60,soccer_spain_la_liga,2024-10-19,4,4,2,1,4,80
t60,soccer_epl,2024-10-20,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-10-20,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-20,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-20,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-10-20,4,4,2,1,4,80
t60,soccer_epl,2024-10-21,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-10-21,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-10-21,1,1,2,1,1,20
t60,soccer_epl,2024-10-25,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-10-25,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-10-25,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-10-25,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-10-25,1,1,2,1,1,20
t60,soccer_epl,2024-10-26,5,2,2,1,2,40
t60,soccer_france_ligue_one,2024-10-26,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-26,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-26,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-10-26,4,4,2,1,4,80
t60,soccer_epl,2024-10-27,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-10-27,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-10-27,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-10-27,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-10-27,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-10-28,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-10-29,3,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-30,4,2,2,1,2,40
t60,soccer_italy_serie_a,2024-10-31,3,2,2,1,2,40
t60,soccer_france_ligue_one,2024-11-01,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-11-01,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-11-01,1,1,2,1,1,20
t60,soccer_epl,2024-11-02,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-11-02,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-02,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-02,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-11-02,2,2,2,1,2,40
t60,soccer_epl,2024-11-03,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-11-03,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-03,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-03,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-11-03,4,4,2,1,4,80
t60,soccer_epl,2024-11-04,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-11-04,3,2,2,1,2,40
t60,soccer_spain_la_liga,2024-11-04,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-11-07,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-11-08,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-11-08,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-11-08,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-11-08,1,1,2,1,1,20
t60,soccer_epl,2024-11-09,6,3,2,1,3,60
t60,soccer_france_ligue_one,2024-11-09,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-09,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-09,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-11-09,3,3,2,1,3,60
t60,soccer_epl,2024-11-10,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-11-10,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-10,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-11-10,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-11-10,5,4,2,1,4,80
t60,soccer_france_ligue_one,2024-11-22,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-11-22,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-11-22,1,1,2,1,1,20
t60,soccer_epl,2024-11-23,7,3,2,1,3,60
t60,soccer_france_ligue_one,2024-11-23,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-23,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-23,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-11-23,5,4,2,1,4,80
t60,soccer_epl,2024-11-24,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-11-24,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-24,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-24,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-11-24,4,4,2,1,4,80
t60,soccer_epl,2024-11-25,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-11-25,2,2,2,1,2,40
t60,soccer_epl,2024-11-29,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-11-29,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-11-29,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-11-29,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-11-29,1,1,2,1,1,20
t60,soccer_epl,2024-11-30,5,2,2,1,2,40
t60,soccer_france_ligue_one,2024-11-30,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-11-30,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-11-30,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-11-30,4,4,2,1,4,80
t60,soccer_epl,2024-12-01,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-12-01,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-01,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-01,4,3,2,1,3,60
t60,soccer_spain_la_liga,2024-12-01,4,4,2,1,4,80
t60,soccer_italy_serie_a,2024-12-02,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-12-02,1,1,2,1,1,20
t60,soccer_epl,2024-12-03,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-12-03,1,1,2,1,1,20
t60,soccer_epl,2024-12-04,6,2,2,1,2,40
t60,soccer_spain_la_liga,2024-12-04,1,1,2,1,1,20
t60,soccer_epl,2024-12-05,2,2,2,1,2,40
t60,soccer_france_ligue_one,2024-12-06,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-12-06,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-12-06,2,2,2,1,2,40
t60,soccer_spain_la_liga,2024-12-06,1,1,2,1,1,20
t60,soccer_epl,2024-12-07,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-12-07,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-07,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-07,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-12-07,4,4,2,1,4,80
t60,soccer_epl,2024-12-08,4,2,2,1,2,40
t60,soccer_france_ligue_one,2024-12-08,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-08,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-08,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-12-08,4,4,2,1,4,80
t60,soccer_epl,2024-12-09,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-12-09,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-12-09,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-12-13,1,1,2,1,1,20
