source_shadow_pick_id,home_team,away_team,consensus_FT_1X2_json,favorite_side_by_market,dsr_selection_side_canonical,favorite_benchmark_selection,same_pick_yes_no,evaluation_status_dsr,evaluation_status_baseline_non_dsr,evaluation_status_favorite,roi_dsr,roi_baseline_non_dsr,roi_favorite
436,Real Betis,Sevilla,"{""home"": 1.7, ""away"": 5.0, ""draw"": 3.8}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
437,Girona,Celta de Vigo,"{""away"": 3.0, ""home"": 2.4, ""draw"": 3.31}",home,home,home,yes,miss,hit,miss,-1.0,2.0,-1.0
426,Pisa,Bologna,"{""away"": 1.92, ""home"": 4.275, ""draw"": 3.3}",away,away,away,yes,hit,hit,hit,0.9199999999999999,0.95,0.9199999999999999
427,Udinese,Fiorentina,"{""away"": 2.385, ""home"": 3.2, ""draw"": 3.075}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
438,Real Madrid,Getafe,"{""away"": 9.5, ""home"": 1.36, ""draw"": 4.7}",home,home,home,yes,miss,hit,miss,-1.0,8.0,-1.0
390,AFC Bournemouth,Brentford,"{""home"": 2.55, ""away"": 2.65, ""draw"": 3.55}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
391,Everton,Burnley,"{""away"": 5.75, ""home"": 1.62, ""draw"": 3.85}",home,home,home,yes,hit,miss,hit,0.6200000000000001,-1.0,0.6200000000000001
392,Leeds United,Sunderland,"{""home"": 1.82, ""away"": 4.67, ""draw"": 3.5}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
393,Wolverhampton Wanderers,Liverpool,"{""away"": 1.44, ""home"": 6.5, ""draw"": 4.75}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
394,Aston Villa,Chelsea,"{""home"": 2.7, ""away"": 2.55, ""draw"": 3.5}",away,away,away,yes,hit,miss,hit,1.5499999999999998,-1.0,1.5499999999999998
395,Brighton & Hove Albion,Arsenal,"{""away"": 1.69, ""home"": 5.2, ""draw"": 3.85}",away,away,away,yes,hit,hit,hit,0.69,0.69,0.69
396,Fulham,West Ham United,"{""home"": 2.3, ""away"": 3.1, ""draw"": 3.5}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
397,Manchester City,Nottingham Forest,"{""home"": 1.4, ""away"": 7.5, ""draw"": 4.9}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
401,Hamburger SV,Bayer 04 Leverkusen,"{""away"": 1.95, ""home"": 3.75, ""draw"": 3.625}",away,away,away,yes,hit,hit,hit,0.95,1.0,0.95
439,Rayo Vallecano,Real Oviedo,"{""away"": 5.2, ""home"": 1.71, ""draw"": 3.65}",home,home,home,yes,hit,miss,hit,0.71,-1.0,0.71
415,Paris Saint Germain,Monaco,"{""away"": 7.375, ""home"": 1.355, ""draw"": 5.75}",home,home,home,yes,miss,hit,miss,-1.0,6.5,-1.0
428,Napoli,Torino,"{""home"": 1.56, ""away"": 6.625, ""draw"": 3.8}",home,home,home,yes,hit,hit,hit,0.56,0.56,0.56
440,Celta de Vigo,Real Madrid,"{""home"": 3.1, ""away"": 2.4, ""draw"": 3.3}",away,away,away,yes,hit,miss,hit,1.4,-1.0,1.4
403,Heidenheim,TSG Hoffenheim,"{""home"": 5.725, ""away"": 1.505, ""draw"": 4.6}",away,away,away,yes,hit,miss,hit,0.5049999999999999,-1.0,0.5049999999999999
404,FSV Mainz 05,VfB Stuttgart,"{""home"": 3.7, ""away"": 1.94, ""draw"": 3.775}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
405,RB Leipzig,FC Augsburg,"{""away"": 7.0, ""home"": 1.375, ""draw"": 5.3}",home,home,home,yes,hit,miss,hit,0.375,-1.0,0.375
406,SC Freiburg,Bayer 04 Leverkusen,"{""away"": 2.38, ""home"": 3.0, ""draw"": 3.375}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
407,VfL Wolfsburg,Hamburger SV,"{""away"": 2.755, ""home"": 2.48, ""draw"": 3.4}",home,home,home,yes,miss,hit,miss,-1.0,1.7999999999999998,-1.0
408,FC Köln,Borussia Dortmund,"{""home"": 4.05, ""away"": 1.83, ""draw"": 3.8}",away,away,away,yes,hit,miss,hit,0.8300000000000001,-1.0,0.8300000000000001
416,Nantes,Angers SCO,"{""away"": 3.525, ""home"": 2.25, ""draw"": 3.0}",home,home,home,yes,miss,hit,miss,-1.0,2.6,-1.0
417,Auxerre,Strasbourg,"{""home"": 4.4, ""away"": 1.87, ""draw"": 3.5}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
418,Toulouse,Olympique Marseille,"{""away"": 2.15, ""home"": 3.3, ""draw"": 3.55}",away,away,away,yes,hit,hit,hit,1.15,1.1,1.15
429,Cagliari,Como,"{""home"": 6.5, ""away"": 1.53, ""draw"": 4.0}",away,away,away,yes,hit,miss,hit,0.53,-1.0,0.53
430,Atalanta,Udinese,"{""home"": 1.71, ""away"": 5.3, ""draw"": 3.6}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
441,Osasuna,Mallorca,"{""home"": 1.875, ""away"": 4.4, ""draw"": 3.4}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
442,Levante,Girona,"{""away"": 2.55, ""home"": 2.8, ""draw"": 3.4}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
443,Atlético Madrid,Real Sociedad,"{""home"": 1.59, ""away"": 5.5, ""draw"": 4.1}",home,home,home,yes,hit,hit,hit,0.5900000000000001,0.5700000000000001,0.5900000000000001
444,Athletic Club,FC Barcelona,"{""home"": 4.7, ""away"": 1.65, ""draw"": 4.35}",away,away,away,yes,hit,miss,hit,0.6499999999999999,-1.0,0.6499999999999999
409,St. Pauli,Eintracht Frankfurt,"{""away"": 2.615, ""home"": 2.6950000000000003, ""draw"": 3.3}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
420,LOSC Lille,Lorient,"{""home"": 1.5, ""away"": 6.5, ""draw"": 4.25}",home,unknown,home,no,no_evaluable,miss,miss,,-1.0,-1.0
421,Nice,Rennes,"{""home"": 2.65, ""away"": 2.545, ""draw"": 3.5}",away,away,away,yes,hit,miss,hit,1.545,-1.0,1.545
432,Lecce,Cremonese,"{""away"": 3.6, ""home"": 2.3, ""draw"": 2.9}",home,home,home,yes,hit,miss,hit,1.2999999999999998,-1.0,1.2999999999999998
433,Bologna,Hellas Verona,"{""home"": 1.67, ""away"": 5.725, ""draw"": 3.625}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
445,Villarreal,Elche,"{""away"": 6.5, ""home"": 1.49, ""draw"": 4.7}",home,home,home,yes,hit,miss,hit,0.49,-1.0,0.49
206,West Ham United,Wolverhampton Wanderers,"{""home"": 1.77, ""away"": 4.5, ""draw"": 3.8}",home,unknown,home,no,no_evaluable,hit,hit,,0.74,0.77
230,Paris,Monaco,"{""away"": 1.9049999999999998, ""home"": 3.825, ""draw"": 3.75}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
242,Roma,Pisa,"{""home"": 1.335, ""away"": 9.0, ""draw"": 5.1}",home,home,home,yes,hit,hit,hit,0.33499999999999996,0.32000000000000006,0.33499999999999996
254,Real Madrid,Girona,"{""away"": 7.7, ""home"": 1.34, ""draw"": 5.9}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
207,Arsenal,AFC Bournemouth,"{""home"": 1.455, ""away"": 6.85, ""draw"": 4.6}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
208,Burnley,Brighton & Hove Albion,"{""away"": 1.62, ""home"": 5.05, ""draw"": 4.2}",away,away,away,yes,hit,hit,hit,0.6200000000000001,0.6100000000000001,0.6200000000000001
209,Brentford,Everton,"{""home"": 2.25, ""away"": 3.3, ""draw"": 3.3}",home,unknown,home,no,no_evaluable,miss,miss,,-1.0,-1.0
210,Liverpool,Fulham,"{""away"": 4.67, ""home"": 1.67, ""draw"": 4.15}",home,home,home,yes,hit,miss,hit,0.6699999999999999,-1.0,0.6699999999999999
232,Auxerre,Nantes,"{""home"": 1.91, ""away"": 4.3, ""draw"": 3.35}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
233,Rennes,Angers SCO,"{""away"": 9.45, ""home"": 1.32, ""draw"": 5.32}",home,home,home,yes,hit,miss,hit,0.32000000000000006,-1.0,0.32000000000000006
243,Cagliari,Cremonese,"{""home"": 2.1, ""away"": 4.0, ""draw"": 3.1}",home,home,home,yes,hit,hit,hit,1.1,1.0499999999999998,1.1
244,Torino,Hellas Verona,"{""away"": 4.4, ""home"": 1.95, ""draw"": 3.2}",home,home,home,yes,hit,miss,hit,0.95,-1.0,0.95
245,AC Milan,Udinese,"{""home"": 1.4, ""away"": 8.25, ""draw"": 4.5}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
246,Atalanta,Juventus,"{""home"": 3.15, ""away"": 2.29, ""draw"": 3.4}",away,away,away,yes,hit,miss,hit,1.29,-1.0,1.29
255,Real Sociedad,Deportivo Alavés,"{""away"": 4.5, ""home"": 1.8, ""draw"": 3.73}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
256,Elche,Valencia,"{""home"": 2.55, ""away"": 2.8, ""draw"": 3.34}",home,home,home,yes,hit,hit,hit,1.5499999999999998,1.5499999999999998,1.5499999999999998
257,FC Barcelona,Espanyol,"{""away"": 8.225, ""draw"": 5.75, ""home"": 1.33}",home,home,home,yes,hit,hit,hit,0.33000000000000007,0.29000000000000004,0.33000000000000007
258,Sevilla,Atlético Madrid,"{""away"": 3.2, ""home"": 2.25, ""draw"": 3.42}",home,home,home,yes,hit,miss,hit,1.25,-1.0,1.25
211,Crystal Palace,Newcastle United,"{""home"": 2.9, ""away"": 2.4, ""draw"": 3.4}",away,away,away,yes,miss,hit,miss,-1.0,1.9,-1.0
212,Nottingham Forest,Aston Villa,"{""away"": 2.7, ""home"": 2.65, ""draw"": 3.3}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
213,Sunderland,Tottenham Hotspur,"{""home"": 2.67, ""away"": 2.65, ""draw"": 3.35}",away,away,away,yes,miss,hit,miss,-1.0,1.7000000000000002,-1.0
214,Chelsea,Manchester City,"{""home"": 3.575, ""away"": 1.94, ""draw"": 3.9}",away,away,away,yes,hit,miss,hit,0.94,-1.0,0.94
234,Nice,Le Havre,"{""away"": 4.35, ""home"": 1.95, ""draw"": 3.3}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
235,Toulouse,LOSC Lille,"{""away"": 2.25, ""home"": 3.39, ""draw"": 3.2}",away,away,away,yes,hit,hit,hit,1.25,1.2000000000000002,1.25
247,Genoa,Sassuolo,"{""home"": 2.15, ""away"": 3.55, ""draw"": 3.25}",home,home,home,yes,hit,hit,hit,1.15,1.15,1.15
248,Parma,Napoli,"{""away"": 1.56, ""home"": 6.5, ""draw"": 3.8}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
249,Bologna,Lecce,"{""home"": 1.83, ""away"": 5.1, ""draw"": 3.2}",home,home,home,yes,hit,hit,hit,0.8300000000000001,0.8300000000000001,0.8300000000000001
250,Como,Inter,"{""home"": 3.075, ""away"": 2.4, ""draw"": 3.175}",away,away,away,yes,hit,miss,hit,1.4,-1.0,1.4
259,Osasuna,Real Betis,"{""home"": 2.25, ""away"": 3.225, ""draw"": 3.45}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
260,Mallorca,Rayo Vallecano,"{""home"": 2.35, ""away"": 3.2, ""draw"": 3.2}",home,home,home,yes,hit,hit,hit,1.35,1.35,1.35
261,Celta de Vigo,Real Oviedo,"{""home"": 1.74, ""away"": 5.3, ""draw"": 3.5}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
262,Athletic Club,Villarreal,"{""home"": 2.05, ""away"": 3.66, ""draw"": 3.49}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
215,Manchester United,Leeds United,"{""away"": 5.325, ""home"": 1.61, ""draw"": 4.2}",home,home,home,yes,miss,hit,miss,-1.0,4.2,-1.0
251,Fiorentina,Lazio,"{""home"": 2.35, ""away"": 3.25, ""draw"": 3.1}",home,home,home,yes,hit,hit,hit,1.35,1.35,1.35
263,Levante,Getafe,"{""away"": 3.0, ""home"": 2.7, ""draw"": 2.9}",home,home,home,yes,hit,miss,hit,1.7000000000000002,-1.0,1.7000000000000002
237,Lens,Toulouse,"{""home"": 1.4, ""away"": 7.5, ""draw"": 4.85}",home,home,home,yes,hit,hit,hit,0.3999999999999999,0.3999999999999999,0.3999999999999999
252,Sassuolo,Como,"{""away"": 1.53, ""home"": 6.0, ""draw"": 4.275}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
216,Brentford,Fulham,"{""home"": 2.05, ""away"": 3.48, ""draw"": 3.7}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
217,Leeds United,Wolverhampton Wanderers,"{""home"": 1.57, ""away"": 6.0, ""draw"": 4.1}",home,home,home,yes,hit,hit,hit,0.5700000000000001,0.5800000000000001,0.5700000000000001
238,Lorient,Olympique Marseille,"{""home"": 4.775, ""away"": 1.62, ""draw"": 4.3}",away,away,away,yes,miss,hit,miss,-1.0,3.9000000000000004,-1.0
239,Angers SCO,Le Havre,"{""home"": 3.35, ""away"": 2.35, ""draw"": 3.0}",away,unknown,away,no,no_evaluable,miss,miss,,-1.0,-1.0
240,LOSC Lille,Nice,"{""home"": 1.5, ""away"": 6.0, ""draw"": 4.4}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
241,Monaco,Auxerre,"{""home"": 1.56, ""away"": 5.5, ""draw"": 4.35}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
193,Crystal Palace,West Ham United,"{""home"": 2.55, ""away"": 2.8, ""draw"": 3.34}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
194,Lecce,Fiorentina,"{""away"": 2.15, ""home"": 3.5, ""draw"": 3.225}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
195,Brighton & Hove Albion,Chelsea,"{""home"": 2.37, ""away"": 2.85, ""draw"": 3.5}",home,home,home,yes,hit,hit,hit,1.37,1.37,1.37
196,Athletic Club,Osasuna,"{""home"": 1.83, ""away"": 4.65, ""draw"": 3.5}",home,home,home,yes,hit,hit,hit,0.8300000000000001,0.8300000000000001,0.8300000000000001
197,Mallorca,Valencia,"{""home"": 2.55, ""away"": 2.9, ""draw"": 3.15}",home,unknown,home,no,no_evaluable,miss,miss,,-1.0,-1.0
198,Girona,Real Betis,"{""home"": 2.42, ""away"": 2.95, ""draw"": 3.4}",home,unknown,home,no,no_evaluable,miss,miss,,-1.0,-1.0
264,Athletic Club,Osasuna,"{""home"": 1.83, ""away"": 4.65, ""draw"": 3.5}",home,home,home,yes,hit,hit,hit,0.8300000000000001,0.8300000000000001,0.8300000000000001
265,Mallorca,Valencia,"{""home"": 2.55, ""away"": 2.9, ""draw"": 3.15}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
201,AFC Bournemouth,Leeds United,"{""home"": 1.95, ""away"": 3.8, ""draw"": 3.65}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
203,Elche,Atlético Madrid,"{""away"": 2.8, ""home"": 2.365, ""draw"": 3.65}",home,home,home,yes,hit,miss,hit,1.3650000000000002,-1.0,1.3650000000000002
204,Real Sociedad,Getafe,"{""away"": 3.7, ""home"": 2.2, ""draw"": 3.05}",home,home,home,yes,miss,hit,miss,-1.0,2.7,-1.0
189,Manchester United,Brentford,"{""away"": 3.7, ""home"": 1.95, ""draw"": 3.75}",home,home,home,yes,hit,miss,hit,0.95,-1.0,0.95
190,Cagliari,Atalanta,"{""away"": 1.74, ""home"": 4.725, ""draw"": 3.7}",away,away,away,yes,miss,miss,miss,-1.0,-1.0,-1.0
191,Lazio,Udinese,"{""home"": 2.15, ""away"": 3.775, ""draw"": 3.1}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
192,Espanyol,Levante,"{""home"": 2.12, ""away"": 3.7, ""draw"": 3.2}",home,home,home,yes,miss,miss,miss,-1.0,-1.0,-1.0
