run_key,shadow_daily_pick_id,sm_fixture_id,bt2_event_id,kickoff_utc,league_name,home_team,away_team,market_canonical,selection_canonical,selected_team,selected_decimal_odds,implied_probability,home_odds,draw_odds,away_odds,odds_rank_of_selection,dsr_model,dsr_prompt_version,parse_status,no_pick_reason,response_excerpt,evaluation_status,result_score_text,truth_hit
shadow-dsr-native-full-20260428-214014,572,19433621,,,Bundesliga,,,FT_1X2,home,Borussia Dortmund,1.365,0.732601,1.3650000000000002,5.225,7.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Borussia Dortmund[/selected_team][no_pick_reason][/no_pick_reason],hit,3-0,True
shadow-dsr-native-full-20260428-214014,573,19433627,,,Bundesliga,,,FT_1X2,home,VfL Wolfsburg,1.835,0.544959,1.835,3.6,4.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfL Wolfsburg[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,574,19433887,,,Ligue 1,,,FT_1X2,home,AS Monaco,1.66,0.60241,1.66,4.2,4.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Monaco[/selected_team][no_pick_reason][/no_pick_reason],miss,1-3,False
shadow-dsr-native-full-20260428-214014,575,19433890,,,Ligue 1,,,FT_1X2,home,Paris Saint Germain,1.3,0.769231,1.3,6.0,9.05,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Paris Saint Germain[/selected_team][no_pick_reason][/no_pick_reason],hit,3-0,True
shadow-dsr-native-full-20260428-214014,576,19433891,,,Ligue 1,,,FT_1X2,home,RC Lens,1.435,0.696864,1.435,4.52,7.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]RC Lens[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,577,19427686,,,Premier League,,,FT_1X2,home,Aston Villa,2.2,0.454545,2.2,3.4,3.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Aston Villa[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,578,19427691,,,Premier League,,,FT_1X2,home,Manchester United,1.57,0.636943,1.57,4.5,5.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester United[/selected_team][no_pick_reason][/no_pick_reason],hit,3-2,True
shadow-dsr-native-full-20260428-214014,579,19427692,,,Premier League,,,FT_1X2,home,Nottingham Forest,2.07,0.483092,2.07,3.3,3.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Nottingham Forest[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,580,19427694,,,Premier League,,,FT_1X2,away,Manchester City,1.68,0.595238,4.9,4.05,1.68,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester City[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,581,19433654,,,Bundesliga,,,FT_1X2,home,VfB Stuttgart,1.63,0.613497,1.63,4.15,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfB Stuttgart[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,582,19433907,,,Ligue 1,,,FT_1X2,home,Nice,2.25,0.444444,2.25,3.375,3.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Nice[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,583,19433912,,,Ligue 1,,,FT_1X2,home,Toulouse,1.77,0.564972,1.77,3.49,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Toulouse[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,584,19467805,,,Ligue 1,,,FT_1X2,home,Angers,2.25,0.444444,2.25,3.25,3.375,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Angers[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,585,19433911,,,Ligue 1,,,FT_1X2,away,Paris Saint Germain,1.585,0.630915,5.25,4.4,1.585,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Paris Saint Germain[/selected_team][no_pick_reason][/no_pick_reason],hit,1-2,True
shadow-dsr-native-full-20260428-214014,586,19425109,,,Serie A,,,FT_1X2,home,Torino,2.2,0.454545,2.2,2.85,3.965,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Torino[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,587,19425103,,,Serie A,,,FT_1X2,home,Como,2.195,0.455581,2.1950000000000003,3.275,3.425,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Como[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,588,19425104,,,Serie A,,,FT_1X2,away,Inter Milan,1.31,0.763359,11.0,6.0,1.31,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Inter Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,589,19425107,,,Serie A,,,FT_1X2,away,Juventus,1.36,0.735294,9.125,4.725,1.36,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Juventus[/selected_team][no_pick_reason][/no_pick_reason],hit,1-4,True
shadow-dsr-native-full-20260428-214014,590,19439467,,,La Liga,,,FT_1X2,home,Real Betis,1.87,0.534759,1.87,3.55,4.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Betis[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,591,19439463,,,La Liga,,,FT_1X2,draw,Draw,2.8,0.357143,2.95,2.8,2.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team][/selected_team][no_pick_reason][/no_pick_reason],hit,0-0,True
shadow-dsr-native-full-20260428-214014,592,19439460,,,La Liga,,,FT_1X2,home,Athletic Bilbao,2.2,0.454545,2.2,3.08,3.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Athletic Bilbao[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,593,19427693,,,Premier League,,,FT_1X2,home,Sunderland,1.83,0.546448,1.83,3.4,4.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Sunderland[/selected_team][no_pick_reason][/no_pick_reason],hit,3-0,True
shadow-dsr-native-full-20260428-214014,594,19425110,,,Serie A,,,FT_1X2,away,AS Roma,1.98,0.505051,4.35,3.1,1.98,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Roma[/selected_team][no_pick_reason][/no_pick_reason],miss,1-0,False
shadow-dsr-native-full-20260428-214014,595,19439465,,,La Liga,,,FT_1X2,home,Mallorca,2.7,0.37037,2.7,3.0,2.9,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Mallorca[/selected_team][no_pick_reason][/no_pick_reason],hit,4-1,True
shadow-dsr-native-full-20260428-214014,596,19425101,,,Serie A,,,FT_1X2,away,AC Milan,2.5,0.4,3.0,3.1,2.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AC Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,0-3,True
shadow-dsr-native-full-20260428-214014,597,19427701,,,Premier League,,,FT_1X2,home,Leeds United,2.18,0.458716,2.18,3.34,3.42,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Leeds United[/selected_team][no_pick_reason][/no_pick_reason],hit,3-1,True
shadow-dsr-native-full-20260428-214014,598,19433657,,,Bundesliga,,,FT_1X2,home,Union Berlin,2.1,0.47619,2.1,3.5,3.425,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Union Berlin[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,599,19433916,,,Ligue 1,,,FT_1X2,away,Lille,1.535,0.651466,6.0,4.3,1.5350000000000001,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Lille[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,600,19425115,,,Serie A,,,FT_1X2,home,Hellas Verona,2.575,0.38835,2.575,3.0,3.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Hellas Verona[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,601,19439473,,,La Liga,,,FT_1X2,home,Celta Vigo,1.95,0.512821,1.95,3.35,4.15,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Celta Vigo[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,602,19427703,,,Premier League,,,FT_1X2,home,Manchester United,1.61,0.621118,1.61,4.38,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester United[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,603,19427696,,,Premier League,,,FT_1X2,home,Arsenal,1.31,0.763359,1.31,5.7,11.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Arsenal[/selected_team][no_pick_reason][/no_pick_reason],hit,3-0,True
shadow-dsr-native-full-20260428-214014,604,19427697,,,Premier League,,,FT_1X2,away,Aston Villa,2.35,0.425532,2.85,3.55,2.35,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Aston Villa[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,605,19427699,,,Premier League,,,FT_1X2,away,West Ham United,2.25,0.444444,3.15,3.5,2.25,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]West Ham United[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,606,19427700,,,Premier League,,,FT_1X2,home,Fulham,2.2,0.454545,2.2,3.3,3.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fulham[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,607,19427705,,,Premier League,,,FT_1X2,away,Chelsea,1.6,0.625,5.48,4.15,1.6,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Chelsea[/selected_team][no_pick_reason][/no_pick_reason],hit,1-3,True
shadow-dsr-native-full-20260428-214014,608,19433655,,,Bundesliga,,,FT_1X2,away,Hamburger SV,2.4,0.416667,2.8899999999999997,3.4,2.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Hamburger SV[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,609,19433658,,,Bundesliga,,,FT_1X2,home,FSV Mainz 05,2.0,0.5,2.0,3.5,3.7,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]FSV Mainz 05[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,610,19433661,,,Bundesliga,,,FT_1X2,away,VfB Stuttgart,1.74,0.574713,4.75,3.6500000000000004,1.74,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfB Stuttgart[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,611,19433662,,,Bundesliga,,,FT_1X2,home,SC Freiburg,2.0,0.5,2.0,3.55,3.605,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]SC Freiburg[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,612,19433663,,,Bundesliga,,,FT_1X2,away,Borussia Dortmund,1.69,0.591716,4.53,4.1,1.69,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Borussia Dortmund[/selected_team][no_pick_reason][/no_pick_reason],hit,1-2,True
shadow-dsr-native-full-20260428-214014,613,19433659,,,Bundesliga,,,FT_1X2,away,Bayer Leverkusen,2.0,0.5,3.65,3.6,2.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bayer Leverkusen[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,614,19433920,,,Ligue 1,,,FT_1X2,home,RC Lens,1.56,0.641026,1.56,4.3,5.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]RC Lens[/selected_team][no_pick_reason][/no_pick_reason],hit,3-1,True
shadow-dsr-native-full-20260428-214014,615,19433921,,,Ligue 1,,,FT_1X2,home,Brest,2.3,0.434783,2.3,3.16,3.275,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brest[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,616,19425114,,,Serie A,,,FT_1X2,away,Napoli,2.0,0.5,4.5,3.0,2.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Napoli[/selected_team][no_pick_reason][/no_pick_reason],hit,2-3,True
shadow-dsr-native-full-20260428-214014,617,19425113,,,Serie A,,,FT_1X2,home,Fiorentina,1.67,0.598802,1.67,3.775,5.3,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fiorentina[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,618,19439476,,,La Liga,,,FT_1X2,home,Real Sociedad,1.65,0.606061,1.65,4.0,5.2,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Sociedad[/selected_team][no_pick_reason][/no_pick_reason],hit,3-1,True
shadow-dsr-native-full-20260428-214014,619,19433656,,,Bundesliga,,,FT_1X2,away,RB Leipzig,1.95,0.512821,3.55,3.925,1.95,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]RB Leipzig[/selected_team][no_pick_reason][/no_pick_reason],hit,1-2,True
shadow-dsr-native-full-20260428-214014,620,19433660,,,Bundesliga,,,FT_1X2,home,Bayern Munich,1.31,0.763359,1.31,6.5,8.525,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bayern Munich[/selected_team][no_pick_reason][/no_pick_reason],hit,5-1,True
shadow-dsr-native-full-20260428-214014,621,19433918,,,Ligue 1,,,FT_1X2,away,AS Monaco,2.1,0.47619,3.2,3.825,2.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Monaco[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,622,19467815,,,Ligue 1,,,FT_1X2,away,Toulouse,2.05,0.487805,4.0,3.2,2.05,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Toulouse[/selected_team][no_pick_reason][/no_pick_reason],miss,1-0,False
shadow-dsr-native-full-20260428-214014,623,19467817,,,Ligue 1,,,FT_1X2,away,Strasbourg,1.87,0.534759,4.2,3.625,1.87,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Strasbourg[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,624,19425112,,,Serie A,,,FT_1X2,home,Bologna,1.67,0.598802,1.67,3.76,5.35,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bologna[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,625,19425117,,,Serie A,,,FT_1X2,away,Udinese,2.655,0.376648,3.08,2.8049999999999997,2.6550000000000002,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Udinese[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,626,19425120,,,Serie A,,,FT_1X2,away,Inter Milan,1.43,0.699301,7.5,4.55,1.43,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Inter Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,0-5,True
shadow-dsr-native-full-20260428-214014,627,19439474,,,La Liga,,,FT_1X2,home,Alavés,2.35,0.425532,2.35,2.7,4.05,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Alavés[/selected_team][no_pick_reason][/no_pick_reason],miss,0-2,False
shadow-dsr-native-full-20260428-214014,628,19439470,,,La Liga,,,FT_1X2,home,Athletic Bilbao,1.61,0.621118,1.61,3.87,5.8,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Athletic Bilbao[/selected_team][no_pick_reason][/no_pick_reason],hit,4-2,True
shadow-dsr-native-full-20260428-214014,629,19439477,,,La Liga,,,FT_1X2,home,Sevilla,2.07,0.483092,2.07,3.4,3.65,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Sevilla[/selected_team][no_pick_reason][/no_pick_reason],miss,1-1,False
shadow-dsr-native-full-20260428-214014,630,19439471,,,La Liga,,,FT_1X2,home,Atlético Madrid,1.47,0.680272,1.47,4.7,6.55,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Atlético Madrid[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,631,19433665,,,Bundesliga,,,FT_1X2,home,Borussia Dortmund,1.61,0.621118,1.61,4.25,5.175000000000001,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Borussia Dortmund[/selected_team][no_pick_reason][/no_pick_reason],hit,4-0,True
shadow-dsr-native-full-20260428-214014,632,19427157,,,Premier League,,,FT_1X2,home,Brighton and Hove Albion,2.17,0.460829,2.17,3.4,3.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brighton and Hove Albion[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,633,19427159,,,Premier League,,,FT_1X2,home,Fulham,2.0,0.5,2.0,3.65,3.6,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fulham[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,634,19427162,,,Premier League,,,FT_1X2,home,Manchester United,1.52,0.657895,1.52,4.5,6.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester United[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,635,19427155,,,Premier League,,,FT_1X2,home,Arsenal,1.56,0.641026,1.56,4.3,5.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Arsenal[/selected_team][no_pick_reason][/no_pick_reason],hit,2-1,True
shadow-dsr-native-full-20260428-214014,636,19433690,,,Bundesliga,,,FT_1X2,home,VfB Stuttgart,1.36,0.735294,1.36,5.5,7.25,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]VfB Stuttgart[/selected_team][no_pick_reason][/no_pick_reason],hit,4-0,True
shadow-dsr-native-full-20260428-214014,637,19433685,,,Bundesliga,,,FT_1X2,home,Eintracht Frankfurt,2.105,0.475059,2.105,3.5,3.4,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Eintracht Frankfurt[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,638,19433687,,,Bundesliga,,,FT_1X2,away,RB Leipzig,1.89,0.529101,3.8,3.775,1.89,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]RB Leipzig[/selected_team][no_pick_reason][/no_pick_reason],hit,1-2,True
shadow-dsr-native-full-20260428-214014,639,19467843,,,Ligue 1,,,FT_1X2,home,Paris FC,2.5,0.4,2.5,3.3,2.85,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Paris FC[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,640,19467847,,,Ligue 1,,,FT_1X2,home,Lille,1.55,0.645161,1.55,4.15,6.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Lille[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,641,19467848,,,Ligue 1,,,FT_1X2,home,Lorient,2.15,0.465116,2.15,3.2,3.6,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Lorient[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,642,19467849,,,Ligue 1,,,FT_1X2,away,Brest,2.15,0.465116,3.4,3.325,2.15,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Brest[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
shadow-dsr-native-full-20260428-214014,643,19425142,,,Serie A,,,FT_1X2,away,AC Milan,1.38,0.724638,8.5,4.6,1.38,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AC Milan[/selected_team][no_pick_reason][/no_pick_reason],hit,0-2,True
shadow-dsr-native-full-20260428-214014,644,19425148,,,Serie A,,,FT_1X2,away,Atalanta BC,2.1,0.47619,3.575,3.325,2.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Atalanta BC[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,645,19425149,,,Serie A,,,FT_1X2,home,Torino,2.79,0.358423,2.79,2.85,2.85,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Torino[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,646,19425147,,,Serie A,,,FT_1X2,home,AS Roma,2.6,0.384615,2.6,3.01,2.975,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]AS Roma[/selected_team][no_pick_reason][/no_pick_reason],miss,3-3,False
shadow-dsr-native-full-20260428-214014,647,19439501,,,La Liga,,,FT_1X2,home,Elche CF,2.47,0.404858,2.47,3.2,3.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Elche CF[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,648,19439509,,,La Liga,,,FT_1X2,home,Valencia,2.45,0.408163,2.45,3.1,3.15,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Valencia[/selected_team][no_pick_reason][/no_pick_reason],hit,1-0,True
shadow-dsr-native-full-20260428-214014,649,19439506,,,La Liga,,,FT_1X2,home,Real Betis,1.7,0.588235,1.7,3.8,5.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Betis[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,650,19439502,,,La Liga,,,FT_1X2,home,Girona,2.4,0.416667,2.4,3.31,3.0,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Girona[/selected_team][no_pick_reason][/no_pick_reason],miss,1-2,False
shadow-dsr-native-full-20260428-214014,651,19425146,,,Serie A,,,FT_1X2,away,Bologna,1.92,0.520833,4.275,3.3,1.92,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bologna[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
shadow-dsr-native-full-20260428-214014,652,19425150,,,Serie A,,,FT_1X2,away,Fiorentina,2.385,0.419287,3.2,3.075,2.385,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fiorentina[/selected_team][no_pick_reason][/no_pick_reason],miss,3-0,False
shadow-dsr-native-full-20260428-214014,653,19439507,,,La Liga,,,FT_1X2,home,Real Madrid,1.36,0.735294,1.36,4.7,9.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Real Madrid[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,654,19427166,,,Premier League,,,FT_1X2,home,Bournemouth,2.55,0.392157,2.55,3.55,2.65,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bournemouth[/selected_team][no_pick_reason][/no_pick_reason],miss,0-0,False
shadow-dsr-native-full-20260428-214014,655,19427168,,,Premier League,,,FT_1X2,home,Everton,1.62,0.617284,1.62,3.85,5.75,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Everton[/selected_team][no_pick_reason][/no_pick_reason],hit,2-0,True
shadow-dsr-native-full-20260428-214014,656,19427170,,,Premier League,,,FT_1X2,home,Leeds United,1.82,0.549451,1.82,3.5,4.67,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Leeds United[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,657,19427174,,,Premier League,,,FT_1X2,away,Liverpool,1.44,0.694444,6.5,4.75,1.44,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Liverpool[/selected_team][no_pick_reason][/no_pick_reason],miss,2-1,False
shadow-dsr-native-full-20260428-214014,658,19427165,,,Premier League,,,FT_1X2,away,Chelsea,2.55,0.392157,2.7,3.5,2.55,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Chelsea[/selected_team][no_pick_reason][/no_pick_reason],hit,1-4,True
shadow-dsr-native-full-20260428-214014,659,19427167,,,Premier League,,,FT_1X2,away,Arsenal,1.69,0.591716,5.2,3.85,1.69,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Arsenal[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
shadow-dsr-native-full-20260428-214014,660,19427169,,,Premier League,,,FT_1X2,home,Fulham,2.3,0.434783,2.3,3.5,3.1,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Fulham[/selected_team][no_pick_reason][/no_pick_reason],miss,0-1,False
shadow-dsr-native-full-20260428-214014,661,19427171,,,Premier League,,,FT_1X2,home,Manchester City,1.4,0.714286,1.4,4.9,7.5,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Manchester City[/selected_team][no_pick_reason][/no_pick_reason],miss,2-2,False
shadow-dsr-native-full-20260428-214014,662,19433623,,,Bundesliga,,,FT_1X2,away,Bayer Leverkusen,1.95,0.512821,3.75,3.625,1.95,favorite,deepseek-v4-pro,bt2-dx-001-s6.2r3,ok,,[selected_team]Bayer Leverkusen[/selected_team][no_pick_reason][/no_pick_reason],hit,0-1,True
