target_week,fixture_id,event_id,kickoff_utc,kickoff_day_utc,kickoff_hour_utc,hour_bucket_utc,iso_week_fixture,league_id,league_name,league_tier,league_country,n_lines_before_filter,n_lines_t60,n_lines_lbu_null,value_pool,data_completeness_score,ft1x2_home_consensus,ft1x2_draw,ft1x2_away,market_coverage_keys,observable_reason
2025-W02,19262691,36932,2025-01-11T08:30:00-05:00,2025-01-11,13,12-17,2025-W02,57502,Premier League,unknown,,90,67,0,True,12,3.4,2.82,2.23,FT_1X2,value_pool_true
2025-W02,19262693,36934,2025-01-11T08:30:00-05:00,2025-01-11,13,12-17,2025-W02,57502,Premier League,unknown,,90,70,0,True,12,3.42,2.915,2.16,FT_1X2,value_pool_true
2025-W02,19191880,35909,2025-01-11T08:45:00-05:00,2025-01-11,13,12-17,2025-W02,56312,Pro League,unknown,,90,67,0,False,0,21.0,8.8,,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19322365,38486,2025-01-11T09:00:00-05:00,2025-01-11,14,12-17,2025-W02,59564,Indian Super League,unknown,,90,67,0,True,12,1.57,3.9,4.8,FT_1X2,value_pool_true
2025-W02,19322923,38653,2025-01-11T09:00:00-05:00,2025-01-11,14,12-17,2025-W02,59634,Premier League,unknown,,90,67,0,True,12,1.9,2.8,4.3,FT_1X2,value_pool_true
2025-W02,19335083,39324,2025-01-11T09:00:00-05:00,2025-01-11,14,12-17,2025-W02,55588,FA Cup,unknown,,91,71,0,True,12,1.5,4.33,5.75,FT_1X2,value_pool_true
2025-W02,19155258,31501,2025-01-11T09:00:00-05:00,2025-01-11,14,12-17,2025-W02,53391,Serie A,S,,94,74,0,True,12,2.045,3.05,4.2,FT_1X2,value_pool_true
2025-W02,19155265,31508,2025-01-11T09:00:00-05:00,2025-01-11,14,12-17,2025-W02,53391,Serie A,S,,94,71,0,True,12,5.79,3.8,1.62,FT_1X2,value_pool_true
2025-W02,19154682,30925,2025-01-11T09:30:00-05:00,2025-01-11,14,12-17,2025-W02,53065,Bundesliga,S,,94,74,0,True,12,2.35,3.41,2.975,FT_1X2,value_pool_true
2025-W02,19154683,30926,2025-01-11T09:30:00-05:00,2025-01-11,14,12-17,2025-W02,53065,Bundesliga,S,,94,71,0,True,12,3.1,3.35,2.33,FT_1X2,value_pool_true
2025-W02,19154684,30927,2025-01-11T09:30:00-05:00,2025-01-11,14,12-17,2025-W02,53065,Bundesliga,S,,94,74,0,True,12,1.4449999999999998,4.8,6.55,FT_1X2,value_pool_true
2025-W02,19154686,30929,2025-01-11T09:30:00-05:00,2025-01-11,14,12-17,2025-W02,53065,Bundesliga,S,,94,74,0,True,12,1.6549999999999998,3.8499999999999996,5.2,FT_1X2,value_pool_true
2025-W02,19154688,30931,2025-01-11T09:30:00-05:00,2025-01-11,14,12-17,2025-W02,53065,Bundesliga,S,,94,74,0,True,12,3.375,3.435,2.16,FT_1X2,value_pool_true
2025-W02,19191876,35905,2025-01-11T09:40:00-05:00,2025-01-11,14,12-17,2025-W02,56312,Pro League,unknown,,94,74,0,True,12,1.58,3.7,5.375,FT_1X2,value_pool_true
2025-W02,19131443,23845,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,48423,Pro League,A,,92,72,0,True,12,2.01,3.65,3.275,FT_1X2,value_pool_true
2025-W02,19144063,29080,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,47905,League Two,unknown,,92,72,0,True,12,2.9,3.1900000000000004,2.4,FT_1X2,value_pool_true
2025-W02,19146831,30028,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,52570,Premiership,A,,94,74,0,True,12,1.49,4.225,5.95,FT_1X2,value_pool_true
2025-W02,19146834,30031,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,52570,Premiership,A,,94,74,0,True,12,2.59,2.97,2.91,FT_1X2,value_pool_true
2025-W02,19335067,39308,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,94,74,0,True,12,5.109999999999999,3.975,1.62,FT_1X2,value_pool_true
2025-W02,19335069,39310,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,90,70,0,True,12,6.5,4.79,1.4249999999999998,FT_1X2,value_pool_true
2025-W02,19335075,39316,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,84,58,0,False,0,,20.0,51.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19335077,39318,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,91,74,0,True,12,1.47,4.5,6.25,FT_1X2,value_pool_true
2025-W02,19335080,39321,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,91,74,0,True,12,1.955,3.6500000000000004,3.62,FT_1X2,value_pool_true
2025-W02,19335082,39323,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,94,74,0,True,12,2.5549999999999997,3.275,2.7,FT_1X2,value_pool_true
2025-W02,19335084,39325,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,90,70,0,False,0,,6.35,10.75,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19335091,39332,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,55588,FA Cup,unknown,,91,74,0,True,12,1.525,4.155,5.734999999999999,FT_1X2,value_pool_true
2025-W02,19364970,40743,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,58840,Botola Pro,unknown,,87,67,0,True,12,2.0,3.0,3.68,FT_1X2,value_pool_true
2025-W02,19170723,34523,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,53671,Enterprise National League,unknown,,92,72,0,True,12,1.55,3.815,5.125,FT_1X2,value_pool_true
2025-W02,19170730,34530,2025-01-11T10:00:00-05:00,2025-01-11,15,12-17,2025-W02,53671,Enterprise National League,unknown,,88,65,0,True,12,2.0,3.25,3.53,FT_1X2,value_pool_true
2025-W02,19144892,29639,2025-01-11T10:15:00-05:00,2025-01-11,15,12-17,2025-W02,51110,La Liga 2,B,,90,70,0,True,12,2.45,2.715,3.3,FT_1X2,value_pool_true
2025-W02,19144889,29636,2025-01-11T10:15:00-05:00,2025-01-11,15,12-17,2025-W02,51110,La Liga 2,B,,94,74,0,True,12,2.315,3.225,3.0,FT_1X2,value_pool_true
2025-W02,19135437,25049,2025-01-11T10:15:00-05:00,2025-01-11,15,12-17,2025-W02,48313,La Liga,S,,94,74,0,True,12,4.9,3.6,1.7650000000000001,FT_1X2,value_pool_true
2025-W02,19136670,25912,2025-01-11T10:30:00-05:00,2025-01-11,15,12-17,2025-W02,50424,Eredivisie,A,,94,74,0,True,12,3.3,3.25,2.2,FT_1X2,value_pool_true
2025-W02,19161480,33207,2025-01-11T10:30:00-05:00,2025-01-11,15,12-17,2025-W02,58483,Stars League,unknown,,90,70,0,True,12,2.605,3.4,2.28,FT_1X2,value_pool_true
2025-W02,19262694,36935,2025-01-11T10:45:00-05:00,2025-01-11,15,12-17,2025-W02,57502,Premier League,unknown,,81,73,0,True,12,2.1,2.85,3.6,FT_1X2,value_pool_true
2025-W02,19329324,39071,2025-01-11T10:45:00-05:00,2025-01-11,15,12-17,2025-W02,48847,UAE Pro League,unknown,,90,70,0,True,12,2.15,3.5,2.775,FT_1X2,value_pool_true
2025-W02,19141009,27650,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,46453,Ligat ha'Al,unknown,,83,63,0,True,12,1.6,3.8,4.75,FT_1X2,value_pool_true
2025-W02,19141011,27652,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,46453,Ligat ha'Al,unknown,,83,63,0,True,12,1.98,3.35,3.4,FT_1X2,value_pool_true
2025-W02,19141015,27656,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,46453,Ligat ha'Al,unknown,,74,54,0,True,12,2.7,2.9450000000000003,2.5300000000000002,FT_1X2,value_pool_true
2025-W02,19319987,38261,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,58325,CAF Champions League,unknown,,92,69,0,True,12,8.0,3.75,1.42,FT_1X2,value_pool_true
2025-W02,19319998,38272,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,58325,CAF Champions League,unknown,,90,67,0,True,12,5.5,3.14,1.62,FT_1X2,value_pool_true
2025-W02,19172172,35019,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,56800,Super Lig,A,,94,74,0,True,12,1.53,4.275,5.64,FT_1X2,value_pool_true
2025-W02,19139802,27068,2025-01-11T11:00:00-05:00,2025-01-11,16,12-17,2025-W02,51884,Ligue 1,S,,94,74,0,True,12,3.525,3.45,2.085,FT_1X2,value_pool_true
2025-W02,19322924,38654,2025-01-11T12:00:00-05:00,2025-01-11,17,12-17,2025-W02,59634,Premier League,unknown,,90,67,0,True,12,3.4,2.55,2.38,FT_1X2,value_pool_true
2025-W02,19364971,40744,2025-01-11T12:00:00-05:00,2025-01-11,17,12-17,2025-W02,58840,Botola Pro,unknown,,87,67,0,False,0,,5.7,12.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19155264,31507,2025-01-11T12:00:00-05:00,2025-01-11,17,12-17,2025-W02,53391,Serie A,S,,92,72,0,True,12,4.390000000000001,2.965,2.05,FT_1X2,value_pool_true
2025-W02,19191879,35908,2025-01-11T12:00:00-05:00,2025-01-11,17,12-17,2025-W02,56312,Pro League,unknown,,94,74,0,True,12,5.55,4.2,1.51,FT_1X2,value_pool_true
2025-W02,19131439,23841,2025-01-11T12:15:00-05:00,2025-01-11,17,12-17,2025-W02,48423,Pro League,A,,94,74,0,True,12,1.495,4.34,5.8,FT_1X2,value_pool_true
2025-W02,19141012,27653,2025-01-11T12:30:00-05:00,2025-01-11,17,12-17,2025-W02,46453,Ligat ha'Al,unknown,,78,58,0,True,12,8.25,4.875,1.3,FT_1X2,value_pool_true
2025-W02,19144897,29644,2025-01-11T12:30:00-05:00,2025-01-11,17,12-17,2025-W02,51110,La Liga 2,B,,94,74,0,True,12,2.9,3.0700000000000003,2.5,FT_1X2,value_pool_true
2025-W02,19144898,29645,2025-01-11T12:30:00-05:00,2025-01-11,17,12-17,2025-W02,51110,La Liga 2,B,,94,74,0,True,12,2.6399999999999997,2.88,2.83,FT_1X2,value_pool_true
2025-W02,19154687,30930,2025-01-11T12:30:00-05:00,2025-01-11,17,12-17,2025-W02,53065,Bundesliga,S,,90,70,0,True,12,8.0,5.5,1.34,FT_1X2,value_pool_true
2025-W02,19135435,25047,2025-01-11T12:30:00-05:00,2025-01-11,17,12-17,2025-W02,48313,La Liga,S,,92,72,0,True,12,2.15,2.95,4.0,FT_1X2,value_pool_true
2025-W02,19335070,39311,2025-01-11T12:45:00-05:00,2025-01-11,17,12-17,2025-W02,55588,FA Cup,unknown,,86,63,0,False,0,,13.5,26.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19335090,39331,2025-01-11T12:45:00-05:00,2025-01-11,17,12-17,2025-W02,55588,FA Cup,unknown,,90,70,0,False,0,,9.875,19.375,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19136665,25907,2025-01-11T12:45:00-05:00,2025-01-11,17,12-17,2025-W02,50424,Eredivisie,A,,90,70,0,False,0,,9.649999999999999,19.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19139799,27065,2025-01-11T13:00:00-05:00,2025-01-11,18,18-23,2025-W02,51884,Ligue 1,S,,94,74,0,True,12,2.8,3.275,2.55,FT_1X2,value_pool_true
2025-W02,19335085,39326,2025-01-11T13:00:00-05:00,2025-01-11,18,18-23,2025-W02,55588,FA Cup,unknown,,94,74,0,True,12,2.0,3.525,3.525,FT_1X2,value_pool_true
2025-W02,19185895,35658,2025-01-11T13:30:00-05:00,2025-01-11,18,18-23,2025-W02,56618,Super League,unknown,,94,74,0,True,12,1.3,5.13,11.25,FT_1X2,value_pool_true
2025-W02,19131698,24049,2025-01-11T14:00:00-05:00,2025-01-11,19,18-23,2025-W02,48655,Challenger Pro League,unknown,,92,72,0,True,12,1.95,3.4,3.525,FT_1X2,value_pool_true
2025-W02,19136672,25914,2025-01-11T14:00:00-05:00,2025-01-11,19,18-23,2025-W02,50424,Eredivisie,A,,94,74,0,True,12,2.95,3.325,2.395,FT_1X2,value_pool_true
2025-W02,19140310,27379,2025-01-11T14:00:00-05:00,2025-01-11,19,18-23,2025-W02,52190,Ligue 2,B,,94,71,0,True,12,2.02,3.3,3.7,FT_1X2,value_pool_true
2025-W02,19319978,38252,2025-01-11T14:00:00-05:00,2025-01-11,19,18-23,2025-W02,58325,CAF Champions League,unknown,,88,62,0,True,12,2.175,2.875,3.5,FT_1X2,value_pool_true
2025-W02,19131700,24051,2025-01-11T14:00:00-05:00,2025-01-11,19,18-23,2025-W02,48655,Challenger Pro League,unknown,,90,70,0,True,12,1.5,4.025,5.5,FT_1X2,value_pool_true
2025-W02,19155261,31504,2025-01-11T14:45:00-05:00,2025-01-11,19,18-23,2025-W02,53391,Serie A,S,,94,71,0,True,12,1.33,5.4,8.6,FT_1X2,value_pool_true
2025-W02,19131444,23846,2025-01-11T14:45:00-05:00,2025-01-11,19,18-23,2025-W02,48423,Pro League,A,,94,71,0,True,12,3.1,3.3,2.25,FT_1X2,value_pool_true
2025-W02,19136673,25915,2025-01-11T15:00:00-05:00,2025-01-11,20,18-23,2025-W02,50424,Eredivisie,A,,92,69,0,True,12,1.4,5.0,6.76,FT_1X2,value_pool_true
2025-W02,19144893,29640,2025-01-11T15:00:00-05:00,2025-01-11,20,18-23,2025-W02,51110,La Liga 2,B,,92,69,0,True,12,2.14,2.9,4.0,FT_1X2,value_pool_true
2025-W02,19135433,25045,2025-01-11T15:00:00-05:00,2025-01-11,20,18-23,2025-W02,48313,La Liga,S,,94,71,0,True,12,2.1,3.2,3.8,FT_1X2,value_pool_true
2025-W02,19139804,27070,2025-01-11T15:05:00-05:00,2025-01-11,20,18-23,2025-W02,51884,Ligue 1,S,,94,71,0,True,12,3.2,3.24,2.31,FT_1X2,value_pool_true
2025-W02,19345883,39463,2025-01-11T18:00:00-05:00,2025-01-11,23,18-23,2025-W02,45187,Liga MX,A,,94,71,0,True,12,3.45,3.4,2.07,FT_1X2,value_pool_true
2025-W02,19345885,39465,2025-01-11T20:05:00-05:00,2025-01-12,1,00-05,2025-W02,45187,Liga MX,A,,92,66,0,True,12,1.475,4.3149999999999995,6.375,FT_1X2,value_pool_true
2025-W02,19345886,39466,2025-01-11T22:05:00-05:00,2025-01-12,3,00-05,2025-W02,45187,Liga MX,A,,94,68,0,True,12,1.36,4.55,8.5,FT_1X2,value_pool_true
2025-W02,19238372,36643,2025-01-12T01:00:00-05:00,2025-01-12,6,06-11,2025-W02,59003,A-League Men,unknown,,94,71,0,True,12,2.65,3.6,2.44,FT_1X2,value_pool_true
2025-W02,19208797,36297,2025-01-12T05:30:00-05:00,2025-01-12,10,06-11,2025-W02,57180,1. Lig,unknown,,92,69,0,True,12,1.61,3.5,5.25,FT_1X2,value_pool_true
2025-W02,19172173,35020,2025-01-12T05:30:00-05:00,2025-01-12,10,06-11,2025-W02,56800,Super Lig,A,,94,71,0,True,12,2.93,3.2,2.4,FT_1X2,value_pool_true
2025-W02,19208796,36296,2025-01-12T05:30:00-05:00,2025-01-12,10,06-11,2025-W02,57180,1. Lig,unknown,,94,71,0,True,12,3.25,3.3,2.1,FT_1X2,value_pool_true
2025-W02,19160339,32661,2025-01-12T06:00:00-05:00,2025-01-12,11,06-11,2025-W02,54223,Liga Portugal 2,unknown,,94,71,0,True,12,1.9,3.25,3.92,FT_1X2,value_pool_true
2025-W02,19160338,32660,2025-01-12T06:00:00-05:00,2025-01-12,11,06-11,2025-W02,54223,Liga Portugal 2,unknown,,90,67,0,True,12,2.7,3.0,2.62,FT_1X2,value_pool_true
2025-W02,19136667,25909,2025-01-12T06:15:00-05:00,2025-01-12,11,06-11,2025-W02,50424,Eredivisie,A,,94,71,0,True,12,1.31,5.03,10.0,FT_1X2,value_pool_true
2025-W02,19136337,25579,2025-01-12T06:15:00-05:00,2025-01-12,11,06-11,2025-W02,50730,Eerste Divisie,unknown,,87,67,0,True,12,1.43,4.8,5.8,FT_1X2,value_pool_true
2025-W02,19167865,33496,2025-01-12T06:30:00-05:00,2025-01-12,11,06-11,2025-W02,55932,Serie B,B,,94,71,0,True,12,3.9,3.5,1.91,FT_1X2,value_pool_true
2025-W02,19155259,31502,2025-01-12T06:30:00-05:00,2025-01-12,11,06-11,2025-W02,53391,Serie A,S,,94,71,0,True,12,2.0,3.35,3.95,FT_1X2,value_pool_true
2025-W02,19335081,39322,2025-01-12T07:00:00-05:00,2025-01-12,12,12-17,2025-W02,55588,FA Cup,unknown,,91,71,0,True,12,2.0,3.6,3.6,FT_1X2,value_pool_true
2025-W02,19131441,23843,2025-01-12T07:30:00-05:00,2025-01-12,12,12-17,2025-W02,48423,Pro League,A,,94,71,0,True,12,4.1,3.6,1.83,FT_1X2,value_pool_true
2025-W02,19335079,39320,2025-01-12T07:30:00-05:00,2025-01-12,12,12-17,2025-W02,55588,FA Cup,unknown,,89,67,0,False,0,41.0,17.0,,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19160336,32658,2025-01-12T07:45:00-05:00,2025-01-12,12,12-17,2025-W02,54223,Liga Portugal 2,unknown,,94,71,0,True,12,2.1,3.2,3.4,FT_1X2,value_pool_true
2025-W02,19144894,29641,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,51110,La Liga 2,B,,94,71,0,True,12,2.85,3.3,2.35,FT_1X2,value_pool_true
2025-W02,19208791,36291,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,57180,1. Lig,unknown,,92,69,0,True,12,1.7,3.6,4.75,FT_1X2,value_pool_true
2025-W02,19208799,36299,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,57180,1. Lig,unknown,,92,69,0,True,12,2.5,3.15,2.62,FT_1X2,value_pool_true
2025-W02,19135439,25051,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,48313,La Liga,S,,92,69,0,True,12,2.5,2.8,3.4,FT_1X2,value_pool_true
2025-W02,19172177,35024,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,56800,Super Lig,A,,92,69,0,True,12,1.45,4.64,6.1,FT_1X2,value_pool_true
2025-W02,19319988,38262,2025-01-12T08:00:00-05:00,2025-01-12,13,12-17,2025-W02,58325,CAF Champions League,unknown,,85,59,0,True,12,1.57,3.5,5.5,FT_1X2,value_pool_true
2025-W02,19161478,33205,2025-01-12T08:15:00-05:00,2025-01-12,13,12-17,2025-W02,58483,Stars League,unknown,,90,67,0,True,12,1.3,5.5,8.18,FT_1X2,value_pool_true
2025-W02,19136666,25908,2025-01-12T08:30:00-05:00,2025-01-12,13,12-17,2025-W02,50424,Eredivisie,A,,94,71,0,True,12,1.9,3.4,4.25,FT_1X2,value_pool_true
2025-W02,19136668,25910,2025-01-12T08:30:00-05:00,2025-01-12,13,12-17,2025-W02,50424,Eredivisie,A,,92,69,0,True,12,1.37,5.0,7.8,FT_1X2,value_pool_true
2025-W02,19262696,36937,2025-01-12T08:30:00-05:00,2025-01-12,13,12-17,2025-W02,57502,Premier League,unknown,,90,67,0,True,12,1.6,3.45,5.75,FT_1X2,value_pool_true
2025-W02,19322366,38487,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,59564,Indian Super League,unknown,,94,71,0,True,12,1.5,4.0,5.03,FT_1X2,value_pool_true
2025-W02,19167860,33491,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,94,71,0,True,12,1.91,3.3,4.0,FT_1X2,value_pool_true
2025-W02,19139800,27066,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,51884,Ligue 1,S,,94,71,0,True,12,6.25,3.95,1.56,FT_1X2,value_pool_true
2025-W02,19167861,33492,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,92,69,0,True,12,3.2,2.88,2.38,FT_1X2,value_pool_true
2025-W02,19167862,33493,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,94,71,0,True,12,2.1,3.0,3.8,FT_1X2,value_pool_true
2025-W02,19167864,33495,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,92,69,0,True,12,2.27,2.88,3.5,FT_1X2,value_pool_true
2025-W02,19167866,33497,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,92,69,0,True,12,1.9,3.2,4.33,FT_1X2,value_pool_true
2025-W02,19167867,33498,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,55932,Serie B,B,,92,69,0,True,12,2.31,2.88,3.3,FT_1X2,value_pool_true
2025-W02,19323984,38771,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,58737,Taça De Portugal,unknown,,92,66,0,False,0,10.5,5.1,,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19155266,31509,2025-01-12T09:00:00-05:00,2025-01-12,14,12-17,2025-W02,53391,Serie A,S,,94,71,0,True,12,9.25,5.2,1.33,FT_1X2,value_pool_true
2025-W02,19154680,30923,2025-01-12T09:30:00-05:00,2025-01-12,14,12-17,2025-W02,53065,Bundesliga,S,,92,69,0,True,12,1.88,3.8,3.8,FT_1X2,value_pool_true
2025-W02,19185897,35660,2025-01-12T09:30:00-05:00,2025-01-12,14,12-17,2025-W02,56618,Super League,unknown,,94,71,0,True,12,7.0,4.35,1.41,FT_1X2,value_pool_true
2025-W02,19146832,30029,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,52570,Premiership,A,,90,67,0,False,0,,9.25,19.0,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19185899,35662,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,56618,Super League,unknown,,92,69,0,True,12,3.61,2.78,2.25,FT_1X2,value_pool_true
2025-W02,19335065,39306,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,55588,FA Cup,unknown,,94,71,0,True,12,1.63,4.0,5.2,FT_1X2,value_pool_true
2025-W02,19335086,39327,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,55588,FA Cup,unknown,,90,67,0,False,0,,9.6,20.11,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19335094,39335,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,55588,FA Cup,unknown,,89,69,0,True,12,1.32,5.5,8.5,FT_1X2,value_pool_true
2025-W02,19335095,39336,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,55588,FA Cup,unknown,,92,69,0,True,12,1.3,5.8,10.5,FT_1X2,value_pool_true
2025-W02,19364975,40748,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,58840,Botola Pro,unknown,,85,62,0,True,12,1.85,2.9,4.45,FT_1X2,value_pool_true
2025-W02,19131445,23847,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,48423,Pro League,A,,94,71,0,True,12,3.1,3.3,2.25,FT_1X2,value_pool_true
2025-W02,19131699,24050,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,48655,Challenger Pro League,unknown,,0,0,0,False,0,,,,,sin_lineas_canonicas_pre_t60
2025-W02,19146829,30026,2025-01-12T10:00:00-05:00,2025-01-12,15,12-17,2025-W02,52570,Premiership,A,,94,71,0,True,12,2.6,3.3,2.64,FT_1X2,value_pool_true
2025-W02,19135431,25043,2025-01-12T10:15:00-05:00,2025-01-12,15,12-17,2025-W02,48313,La Liga,S,,94,71,0,True,12,1.32,5.1,10.85,FT_1X2,value_pool_true
2025-W02,19144890,29637,2025-01-12T10:15:00-05:00,2025-01-12,15,12-17,2025-W02,51110,La Liga 2,B,,94,71,0,True,12,2.7,3.0,2.72,FT_1X2,value_pool_true
2025-W02,19144891,29638,2025-01-12T10:15:00-05:00,2025-01-12,15,12-17,2025-W02,51110,La Liga 2,B,,92,69,0,True,12,1.78,3.3,4.8,FT_1X2,value_pool_true
2025-W02,19160646,32968,2025-01-12T10:30:00-05:00,2025-01-12,15,12-17,2025-W02,54529,Liga Portugal,A,,92,87,0,True,12,8.0,4.75,1.38,FT_1X2,value_pool_true
2025-W02,19161479,33206,2025-01-12T10:30:00-05:00,2025-01-12,15,12-17,2025-W02,58483,Stars League,unknown,,90,67,0,True,12,1.4,4.9,5.5,FT_1X2,value_pool_true
2025-W02,19136340,25582,2025-01-12T10:45:00-05:00,2025-01-12,15,12-17,2025-W02,50730,Eerste Divisie,unknown,,87,64,0,True,12,1.89,3.775,3.5,FT_1X2,value_pool_true
2025-W02,19262729,36970,2025-01-12T10:45:00-05:00,2025-01-12,15,12-17,2025-W02,57502,Premier League,unknown,,69,64,0,True,12,2.25,2.8,3.45,FT_1X2,value_pool_true
2025-W02,19136671,25913,2025-01-12T10:45:00-05:00,2025-01-12,15,12-17,2025-W02,50424,Eredivisie,A,,94,71,0,True,12,2.18,3.25,3.35,FT_1X2,value_pool_true
2025-W02,19172178,35025,2025-01-12T11:00:00-05:00,2025-01-12,16,12-17,2025-W02,56800,Super Lig,A,,92,69,0,True,12,4.71,4.5,1.57,FT_1X2,value_pool_true
2025-W02,19208793,36293,2025-01-12T11:00:00-05:00,2025-01-12,16,12-17,2025-W02,57180,1. Lig,unknown,,59,36,0,False,0,,14.25,38.5,,vp_false_dcs0_agregado_sin_consenso_util
2025-W02,19319997,38271,2025-01-12T11:00:00-05:00,2025-01-12,16,12-17,2025-W02,58325,CAF Champions League,unknown,,88,62,0,True,12,4.775,3.0,1.8,FT_1X2,value_pool_true
2025-W02,19172179,35026,2025-01-12T11:00:00-05:00,2025-01-12,16,12-17,2025-W02,56800,Super Lig,A,,92,69,0,True,12,1.48,4.7,5.8,FT_1X2,value_pool_true
2025-W02,19167859,33490,2025-01-12T11:15:00-05:00,2025-01-12,16,12-17,2025-W02,55932,Serie B,B,,92,69,0,True,12,2.05,2.95,4.05,FT_1X2,value_pool_true
2025-W02,19139801,27067,2025-01-12T11:15:00-05:00,2025-01-12,16,12-17,2025-W02,51884,Ligue 1,S,,94,71,0,True,12,2.08,3.35,3.6,FT_1X2,value_pool_true
2025-W02,19139796,27062,2025-01-12T11:15:00-05:00,2025-01-12,16,12-17,2025-W02,51884,Ligue 1,S,,94,71,0,True,12,1.98,3.5,3.8,FT_1X2,value_pool_true
2025-W02,19335064,39305,2025-01-12T11:30:00-05:00,2025-01-12,16,12-17,2025-W02,55588,FA Cup,unknown,,91,71,0,True,12,1.62,4.1,5.0,FT_1X2,value_pool_true
2025-W02,19154685,30928,2025-01-12T11:30:00-05:00,2025-01-12,16,12-17,2025-W02,53065,Bundesliga,S,,94,71,0,True,12,3.9,3.6,1.92,FT_1X2,value_pool_true
2025-W02,19323983,38770,2025-01-12T11:45:00-05:00,2025-01-12,16,12-17,2025-W02,58737,Taça De Portugal,unknown,,90,67,0,True,12,2.45,3.0,2.82,FT_1X2,value_pool_true
2025-W02,19155257,31500,2025-01-12T12:00:00-05:00,2025-01-12,17,12-17,2025-W02,53391,Serie A,S,,94,71,0,True,12,2.65,3.1,2.8,FT_1X2,value_pool_true
